Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi Reading1,Onyomi Reading2,Kunyomi Reading1,Kunyomi Reading2,Mnemonic,Notes
462,175,得,Kanji,able to,,,,,,,loiter,dawn,inch,,TOKU,,u.ru,e.ru,I am able.m to.m loiter.r at dawn.r a few inches.r in front of the building. I am able to toke.o some wierd.kly ero.ktic weed also.,
463,234,特,Kanji,particular,,,,,,,cow,temple,,,TOKU,,,,The particular.m cows.r of India are worshiped in temples.r. Toke.o some very particular ganja there.,
464,119,持,Kanji,hold,,,,,,,left hand,temple,,,JI,,mo.tsu,,Carry.m by hand.r everything to the temple.r. Jesus.o will most.k definitely hold you.,
465,402,早,Kanji,early,,,,,,,sun,ten,,,SOU,,haya.i,,Early.m to rise with the sun.r at ten.r a.m. So.o early I can smell the hay.k.,
466,967,草,Kanji,grass,,,,,,,plant,early,,,SOU,,kusa,,Grass.m is a plant.r humans cultivated early.r. So.o many grass varietes to cus.ktomize my lawn.,
467,,气,Radical,steam,,,,,,,gun,one,hook,,,,,,Steam.m from the gun.r once.r blinded Captain Hook.r.,"This radical never appears by itself, only as a part of other characters."
468,113,気,Kanji,spirit,,,,,,,steam,scissor,,,KI,,iki,,"Your spirit.m cut up with scissors.r, just like that. Keep.o your good spirits in check.",
469,549,旧,Kanji,former,,,,,,,bar,day,,,KYUU,,,,The former.m beat the latter with a bar.r in broad day.rlight. The former wasn't cute.k.,
470,679,児,Kanji,juvenile,,,,,,,bar,sun,legs,,NI,JI,,,The juveniles.m in former.r days bent their legs.r. Even juveniles bent the knee.o for Jesus.o.,
471,269,歳,Kanji,years old,,,,,,,stop,impale,point out,,SAI,SEI,,,How many years.m old.r before he stops.r impaling.r his thumb up his nose? I had to point.r out.r his childish side.o!,
472,554,歩,Kanji,walk,,,,,,,stop,few,,,HO,,aru.ku,,"Walking.m and stoping.r a few.r times, I hop.o and walk around an arch.k.",
473,,疋,Kanji,hiker,,,,,,,correct,person,,,HIKI,,,,The hiker.m was not the correct.r person.r to hike.o this trail.,"This kanji usually only appears in names. Originally a counter for animals. A common bottom variant is 龰. See also 匹, hiku."
474,626,走,Kanji,run,,,,,,,ground,hiker,,,SOU,,hashi.ru,,Run.m up the ground.r like a hiker.r. So.o you ran out of hash.k?,
475,374,起,Kanji,occur,wake up,,,,,,run,self,,,KI,,o.koru,o.kiru,"It occured.m that after walking.m up.m, I ran.r by myself.r to keep.o obesity from occurr.king.",
476,343,足,Kanji,foot,,,,,,,mouth,hiker,,,SOKU,,ashi,tari.ru,Put your foot.m in your mouth.r or take a hike.r! A foot sock.o full of ashes.k.,
477,1045,是,Kanji,justice,,,,,,,sun,hiker,,,ZE,,kore,,"Justice.m under the sun.r for the hiker.r, a zebra.o thief rotten to the core.k.",
478,844,星,Kanji,star,,,,,,,sun,birth,,,SEI,,hoshi,,"A star.m, the sun.r was born.r. They say.o that star-based astrology is horseshit.k.",
479,,丂,Radical,obstruct,,,,,,,one,wrap,,,,,,,It obstructed.m one.r pipe when the wire wrapped.r around it.,"This radical never appears by itself, only as a part of other characters."
480,585,号,Kanji,number,,,,,,,mouth,obstruct,,,GOU,,,,A number.m of mouths.r were obstructed.r by fear like cow.owards.,
481,308,与,Kanji,bestow,,,,,,,obstruct,one,,,YO,,ata.eru,,Bestow.m justice or obstruct.r it. Choose one.r. Yo.o punishment shall bestow prison attire.k.,
482,453,写,Kanji,photograph,,,,,,,hat,bestow,,,SHA,,utsu.ru,,A photograph.m wearing a hat.r bestowed.r on him. The sha.oman took a photo of the austere gift.,
483,908,汚,Kanji,disgrace,,,,,,,water splash,two,obstruct,,O,,yogo.su,,A disgrace.m that water.r is blocked by two.r obstructions.r. Oh.o a disgrace! Yogurt.k containers did it!,
484,,⺹,Radical,aged,,,,,,,ground,slash,,,,,,,The aged.m farmer slashed.r at the ground.k his whole life.,"This radical never appears by itself, only as a part of other characters."
485,196,考,Kanji,think,,,,,,,aged,obstruct,,,KOU,,kanga.eru,,Think.m about how the aged.r kangaroo obstructs.r the road. The couragous.o kangaroo.k thinks a lot.,
486,803,老,Kanji,elderly,,,,,,,aged,spoon,,,ROU,,fu.keru,o.iru,The elderly.m aged.r geeezers are spoon.r-fed. They row.o the elderly fuckers.k to a far away island.,
487,1030,孝,Kanji,filial duty,,,,,,,aged,child,,,KOU,,,,"Lacking filial.r duty.r, the aged.r man child.r cow.oardly moved in with his parents.",
488,38,者,Kanji,professional,,,,,,,aged,sun,,,SHA,,mono,,The professional.m aged.r under the sun.r. The sha.oman professionally cures mono.k infections.,
489,1442,暑,Kanji,hot,,,,,,,sun,professional,,,SHO,,atsu.i,,"Under the hot.m sun.r, the professional.r assassin shot.o at.k Sue.k, who is really hot.",
490,661,亡,Kanji,pass away,,,,,,,lid,letter L,,,BOU,,na.kunaru,,"When you pass.m away.m, they put a lid.r — with a letter L.r — on your coffin. I'm bothered.o by passing away in a nuclear.k strike.",
491,,⺖,Radical,left heart,,,,,,,small,bar,,,,,,,The left.m side of the heart.m was struck with a small.r bar.r and stopped beating.,"The 'left heart', ⺖radical is a variant of 'heart,'  心."
492,1475,忙,Kanji,busy,,,,,,,left heart,pass away,,,BOU,,isoga.shii,,"A busy.m heart.r never passes.r away.r, bothered.o not by silly.k soggy.k shit.k.",
493,104,性,Kanji,sex,,,,,,,left heart,birth,,,SEI,SHOU,,,"Sex.m is from the heart.r to give birth.r to babies. They say.o, ""Show.o your junk for sex.""",
494,1274,牲,Kanji,sacrifice,,,,,,,cow,birth,,,SEI,,,,They sacrifice.m a cow.r at birth.r. They say.o animal sacrifice works.,
495,219,使,Kanji,use,,,,,,,standing man,officer,,,SHI,,tsuka.u,,"Use.m it against the standing.r man.r who is an officer.r. She.o in particular, is a useful scout.k officer.",
496,729,便,Kanji,convenience,,,,,,,standing man,additionally,,,BEN,BIN,tayo.ri,,"The convenience.m the standing.r man.r sought, cost him additionally.r. Ben.o found the convenience of garbage bins.o tiring.k.",
497,132,思,Kanji,think,,,,,,,field,heart,,,SHI,,omo.u,omo.wazu,She thinks.m with the fields.r in her heart.r. She.o in particular has ominous.k thoughts about the city.,
498,748,羽,Kanji,feathers,,,,,,,rake,icicle,rake,icicle,U,,hane,,"The loose feathers.m got raked.r up before they iced.r over. Usually.o, feathers get turned into Hanes.k underwear.",
499,706,習,Kanji,learn,,,,,,,feathers,white,,,SHUU,,nara.u,,"Learn.m about the feathers.r of white.r eagles. Surely.o, narrate.k about your learnings.",
500,2025,爪,Kanji,claw,,,,,,,cliff,broken legs,,,,,tsume,,The claw.m drove us off a cliff.r. We broke.r our legs.r. We stumbled.k before the bear claw.,
501,1102,妥,Kanji,agree,,,,,,,claw,woman,,,DA,,,,Agree.m or you'll get clawed.r at by the woman.r. The D.A..o (district attorney) agrees with her.,
502,136,受,Kanji,get,,,,,,,claw,hat,again,,JU,,u.karu,u.keru,We got.m a claw.r and a hat.r as a reception gift again.r. Just.o tell me if you.k care.k to share what you got.,
503,122,取,Kanji,take,,,,,,,ear,again,,,SHU,,to.ru,,Take.m the ear.r-plugs out again.r. He for sure.o tore.k them out.,
504,557,客,Kanji,customer,,,,,,,crown,each,,,KAKU,KYAKU,,,"Our customers.m, as crown.r princes we treat each.r one. We suck their cocks.o and take 'em kayaking.o.",
505,281,格,Kanji,quality,,,,,,,tree,each,,,KAKU,,,,Quality.m of the trees.r depends on each.r one. Pea#cocks.o of poor quality aren't allowed.,
506,45,相,Kanji,mutual,,,,,,,tree,eye,,,SOU,,ai,,The mutual.m tree.r huggers saw eye.r-to-eye. They mutually sow.o seeds and aid.k their growth.,
507,98,首,Kanji,neck,,,,,,,sewer lid,oneself,,,SHU,,kubi,,"My neck.m hurts. With a sewer.r lid.r, I hit myself.r. They'll shoot.o and break your neck in Cuba.k.",
508,,⻌,Radical,motion,,,,,,,bloody,bottom left enclosure,,,,,,,Motion.m is a bloody.r radical that encloses.r other radicals from the bottom left.,"This radical never appears by itself, only as a part of other characters."
509,194,近,Kanji,near,,,,,,,axe,motion,,,KIN,,chika.i,,"Near.m my face, he swung the axe.r in a violent motion.r. Our kin.o fought nearby in Chicago.k.",
510,428,辺,Kanji,vicinity,,,,,,,sword,motion,,,HEN,,ata.ri,,"In the vicinity.m of the sword.r, motion.r not. The hen.o was in the vicinity of a.k tire.k.",
511,675,込,Kanji,crowd,,,,,,,enter,motion,,,,,,,The crowd.m entered.r with swift motion.r. The community.r crowded outside.,
512,207,道,Kanji,road,,,,,,,neck,motion,,,DOU,,michi,,A bumpy road.m hurts the neck.r. Can't eat dough.o on the road to Michigan.k.,
513,,匕,Radical,spoon,,,,,,,hook,katakana HI,,,,,,,The spoon.m is shaped as the hooked.r shaped katakana.r 匕.r.,"This radical never appears by itself, only as a part of other characters."
514,329,比,Kanji,compare,,,,,,,spoon,spoon,,,HI,,kurabe.ru,,"Compare.m a spoon.r to another spoon.r. He.o in particular, collaborates.k with our research.",
515,89,化,Kanji,convert,,,,,,,standing man,spoon,,,KA,KE,ba.keru,,They converted.m how the standing.r man.r holds a spoon.r. Ca.onada is converting bakers.k.,
516,578,花,Kanji,flower,,,,,,,plant,change,,,KA,,hana,,Flowers.m and plants.r change.r with the climate; from Ca.onada to Hanover.k.,
517,,爿,Radical,log,,,,,,,fragment,bar,,,,,,,"A log.m fragment.r is backwards, no longer a bar.r.","The 'log' radical can also be analyzed as 'letter L', L,  'bar', |,  and 'awning', ナ."
518,153,北,Kanji,north,,,,,,,log,spoon,,,HOKU,,kita,,"In the north.m, logs.k grow into spoon.r shaped oaks. Thus northern hockey.o sticks are sturdy kitten.k killers.",
519,,歹,Radical,death,,,,,,,one,evening,,,,,,,Death.m will come one.r evening.r for you.,"This radical never appears by itself, only as a part of other characters."
520,229,死,Kanji,die,,,,,,,death,spoon,,,SHI,,shi.nu,,"Die.m of death.r by spooning.r with a witch. She.o in particular, she.k knew.k you'd die.",
521,,⺉,Radical,sword slash,,,,,,,katakana RI,,,,,,,,The sword.m slash.m radical derives from sword.r but looks like katakana.r リ.r.,"The 'sword slash,' ⺉ radical is a variant of 'sword,' 刀."
522,927,列,Kanji,row,,,,,,,death,sword slash,,,RETSU,,,,Form a row.m for a quick death.r by sword.r slashing.r. Rest.o before you lining up in a row.,
523,399,例,Kanji,example,,,,,,,standing man,row,,,REI,,tato.eru,,Take for example.m the man.r standing.r in the row.r. Ray's.o tattoo.k is a nice example.,
524,864,刑,Kanji,penalty,,,,,,,shrine,sword slash,,,KEI,,,,The penalty.m from desecrating the shrine.r is a sword.r slashing.r. Mmm Kay.o?,
525,197,判,Kanji,judgement,,,,,,,half,sword slash,,,HAN,,waka.ru,,Judgement.m was getting cut if half.r via sword.r slashing.r. Han.o escaped judgement from that wacky.k place.,
526,482,型,Kanji,model,,,,,,,penalty,ground,,,KEI,,kata,,The model.m penalty.r is six feet under ground.r. No cake.o in our catastrophic.k models.,
527,,㦮,Radical,sentry,,,,,,,spear,two,,,SEN,,,,The sentry.m has two.r spears.r. Send.o the sentry!,
528,380,残,Kanji,remain,,,,,,,death,sentry,,,ZEN,,noko.ru,noko.su,What remained.m after the death.r of the sentry.r? A Zen.o monk remained after the knock.k out.,
529,586,単,Kanji,simple,,,,,,,sparkles,field,ten,,TAN,,,,The simpletons.m are amused by sparkles.r in the fields.r. Ten.r simple fireworks as they tan.o out there.,
530,78,戦,Kanji,war,,,,,,,simple,spear,,,SEN,,tataka.u,ikusa,War.m is simple.r with a spear.r. The sentry.o waged war tactically.k.,
531,1889,肖,Kanji,resemble,,,,,,,sparkles,moon,,,SHOU,,ayakaru,,It resembles.m a sparkling.r moon.r. What a show.o!,
532,345,消,Kanji,cancel,,,,,,,water splash,resemble,,,SHOU,,ki.eru,,A cancelled.m water.r supply resembled.r the Soviet Union. A show.o of key.k utilities cancelled.,
533,814,削,Kanji,shave,,,,,,,resemble,sword slash,,,SAKU,,kezu.ru,,"After shaving.m, he'll resemble.r a sword-slashed.r face. Sack.o the throne and shave Kaiser's.k face.",
534,27,前,Kanji,before,,,,,,,sewer lid,month,sword slash,,ZEN,,mae,,"Before.m you steal another sewer.r lid.r this month.r, he'll sword.r slash.r you. The Zen.o monk struck before in May.k.",
535,753,則,Kanji,rule,,,,,,,money,sword slash,,,SOKU,,notto.ru,,The rules.m — for money.r — can be sword-slashed.r. It's so.o cool.o that notorious.k criminals break the rules.,
536,216,側,Kanji,side,,,,,,,standing man,rule,,,SOKU,,kawa,gawa,"To come to this side.m, the standing.r man.r broke the rules.r. This side is so.o cool.o;  his ga.kangsta wa.kys.",
537,487,夜,Kanji,night,,,,,,,lid,standing man,bloody,late,YA,,yoru,,"At night.m, put a lid.r on it. Or the standing.r man.r will beat you bloody.r late.r at night. Ya.o know what's good for your.k case.",
538,193,重,Kanji,heavy,,,,,,,knight,village,,,JUU,CHOU,omo.i,omo.sa,"Heavy.m, the Jedi knight.r from the village.r was. Heavy, the Cho.osen Jewish.o Jedi from Omaha.k was.",
539,73,動,Kanji,move,,,,,,,heavy,power,,,DOU,,ugo.ku,ugo.kasu,Move.m the heavy.r stuff with your power.r. Dough.o from Y#ugoslavia.k is very heavy.,
540,,采,Kanji,appearance,,,,,,,claw,tree,,,SAI,,,,The appearance.m of claw.r scratches on the tree's.r side.o was odd.,"Don't confuse this with 'separate', 釆 which has the top vertical stroke conntected to 木."
541,,釆,Radical,separate,,,,,,,slash,rice,,,,,,,Separate.m by slashing.r the chaff from the wheat grain.r.,"This radical never appears by itself, only as a part of other characters."
542,1327,菜,Kanji,vegetable,,,,,,,plant,appearance,,,SAI,,na,,Vegetables.m with a plant.r-like appearance.r are amazing side.o dishes with Na.kCl (salt).,
543,348,番,Kanji,turn,,,,,,,separate,field,,,BAN,,,,It's his turn.m to separate.r stalks in the fields.r. There's a ban.o on electric machinery.,
544,1940,尺,Kanji,weigh,,,,,,,corpse,eight,,,SHAKU,,,,We weighed.m the corpses.r to be eight.r fathoms long. We shackled.o them together.,Uncommon kanji. Mostly used as a radical.
545,1234,尽,Kanji,exhaust,,,,,,,weigh,bloody,bloody,,JIN,,tsu.kusu,tsu.kiru,I exhausted.m it. I weighed.r every bloody.r drop. I ran out of gin.o to tsqueeze.k from the bottle.,
546,296,沢,Kanji,swamp,,,,,,,water splash,weigh,,,TAKU,,sawa,,The swamp.m waters.r were weighed.r. Take.o care not to drown in the swamp sewer.k.,
547,847,択,Kanji,select,,,,,,,left hand,weigh,,,TAKU,,,,Select.m it by hand.r and weigh.r it. Take.o care to select cautiously.,
548,629,具,Kanji,tool,,,,,,,eye,one,eight,,GU,,sona.eru,,A tool.m for the eye.r has one.r to eight.r lenses. The goo.o to lubricate tools is so.k nice.k.,
549,246,直,Kanji,honesty,,,,,,,ten,eye,letter L,,CHOKU,JIKU,tada.chini,,Honesty.m feels like ten.r eyes.r warping you into an L.r-shapped tool. It'll choke.o you just.o a tad.k.,
550,279,真,Kanji,truth,,,,,,,honesty,tool,,,SHIN,,ma,,The truth.m is an honest.r tool.r. Shine.o with the truth mah.k friend!,
551,277,置,Kanji,put,,,,,,,net,honesty,,,CHI,,o.ku,,Put.m your net.r in the sea to earn an honest.r living. Even put a chi.old to the occasion.k!,
552,,㠯,Radical,bureaucracy,,,,,,,corpse,mouth,,,,,,,Bureaucracy.m leads to corpses.r and hungry mouths.r: communism.,"This radical never appears by itself, only as a part of other characters."
553,230,官,Kanji,bureaucrat,,,,,,,crown,bureaucracy,,,KAN,,,,The bureaucrats.m of the crown's.r bureaucracy.r perished. Genghis Khan.o slayed all the bureaucrats.,
554,411,追,Kanji,chase,,,,,,,bloody,bureaucracy,motion,,TSUI,,o.u,,Chase.m them and put the bloody.r bureaucrcy's.r plans in motion.r. Chase and twist.o the owls'.k necks.,
555,,[,Radical,bracket,,,,,,,opening bracket,,,,,,,,The bracket.m radical always appears on the left side.,"This radical never appears by itself, only as a part of other characters."
556,2048,臼,Kanji,mortar,,,,,,,bracket,white,,,KYUU,,usu,,"The mortar.m & pestle crushed the white.r brackets.r. It's a cute.o usable.k mortar, not the broken 白.","This radical never appears by itself, only as a part of other characters."
557,,卩,Radical,seal,,,,,,,capital P,,,,,,,,The seal.m had a capital.r P.r. pressed onto it.,"This radical never appears by itself, only as a part of other characters."
558,682,印,Kanji,print,,,,,,,mortar,seal,,,IN,,shirushi,,A printed.m stamp and mortar.r sealed.r the in.oside of the seriously.k ornate certificate.,
559,2400,卯,Kanji,hare,,,,,,,bracket,broken legs,seal,,,,u,,"The hare.m jumped over a bracket.r and broke.r its legs.r, sealing.r its unusual.k fate.",Hare sign of Chinese zodiac
560,1342,卵,Kanji,egg,,,,,,,bloody,bloody,hare,,RAN,,tamago,,The eggs.m of the legendary bloody.r hare.r are missing. Somebody ran.o off with the tamagachi.k egg.,
561,,⺨,Radical,animal,,,,,,,slash,barb,,,,,,,The animal.m slashed.r violently at the barbed.r-wire.,"This radical never appears by itself, only as a part of other characters. Don't confuse animal,⺨, with pig, 豕."
562,365,独,Kanji,alone,Germany,,,,,,animal,insect,,,DOKU,,hitori,,"All alone.m in Germany.m, with his animals.r and insects.r, Doctor.o Hitler.k wept.",
563,1425,狂,Kanji,crazy,,,,,,,animal,king,,,KYOU,,kuru.u,,The crazy.m animal.r was king.r of Kyoto.o. Curious.k and crazy he was.,
564,,㔾,Radical,blemish,,,,,,,seal,hook,,,,,,,A blemish.m is a seal.r from a hook.r that left a scar.,"This radical never appears by itself, only as a part of other characters."
565,2123,厄,Kanji,misfortune,,,,,,,cliff,blemish,,,YAKU,,,,Misfortune.m edged him over a cliff.r and left a blemish.r. Yakuza.o bring misfortune.,
566,874,犯,Kanji,crime,,,,,,,animal,blemish,,,HAN,,oka.su,,The criminal.m animal.r has a blemish.r on his record. Han.o ocassionally.k commits crimes.,
567,200,海,Kanji,sea,,,,,,,water splash,every,,,KAI,,umi,,"The sea.m has water.r every.rwhere. Kyle's.o kite.o flew over the sea for you.k, me.k and him.",
568,,豕,Radical,pig,,,,,,,one,must not,scissor,,,,,,Pig.m is a meat one.r musn't.r cut with scissors.r. (Use a steak knife).,"This radical never appears by itself, only as a part of other characters. The right side of 'pig', 豕, looks like 'animal', ⺨, but it is 'must not', 勿."
569,,家,Kanji,home,,,,,,,crown,pig,,,KA,,ie,uchi,"The home.m of the crown.r is a pigsty.r. Ca.onadian royals have dirty homes, i.e..k a pig stye.",
